sku_id,product_name,category,subcategory,brand_tier,private_label_flag,unit_cost,regular_retail_price,minimum_margin_pct,minimum_advertised_price,supplier,lead_time_days,case_pack,product_age_weeks,lifecycle_stage,base_demand,true_price_elasticity,seasonality_strength,inventory_holding_cost,obsolescence_risk,minimum_order_quantity
SKU-00427,Battery Charger - Private Label #427,Batteries,Battery Charger,Private Label,True,125.19,184.73,0.122,157.92,Northern Dist,19,24,134,Decline,58.47,-1.021,0.235,9.9727,0.145,1
SKU-00428,Marine Battery - Economy #428,Batteries,Marine Battery,Economy,False,440.22,733.65,0.181,667.76,ValueLine Parts,35,1,51,Mature,12.33,-0.898,0.246,22.5228,0.273,12
SKU-00429,Transmission Fluid - Mid-Tier #429,Fluids,Transmission Fluid,Mid-Tier,False,209.9,319.68,0.176,295.18,Northern Dist,17,12,70,Mature,66.77,-1.986,0.225,10.6683,0.032,12
SKU-00430,Jacks - Mid-Tier #430,Tools,Jacks,Mid-Tier,False,100.57,131.38,0.135,118.68,AutoParts Co,10,1,144,Decline,18.3,-0.452,0.0,2.9673,0.209,1
SKU-00431,Wrenches - Mid-Tier #431,Tools,Wrenches,Mid-Tier,False,206.22,278.89,0.133,260.74,AutoParts Co,6,1,49,Mature,12.36,-0.525,0.0,8.789,0.107,12
SKU-00432,Wiring Harness - Mid-Tier #432,Electrical,Wiring Harness,Mid-Tier,False,445.15,786.71,0.122,678.94,ValueLine Parts,39,1,115,Mature,79.6,-0.636,0.0,15.614,0.023,1
SKU-00433,Power Steering - Mid-Tier #433,Fluids,Power Steering,Mid-Tier,False,259.29,386.83,0.125,359.06,Northern Dist,18,12,60,Mature,54.5,-2.751,0.333,16.3178,0.047,1
SKU-00434,Cabin Filter - Mid-Tier #434,Filters,Cabin Filter,Mid-Tier,False,64.12,82.4,0.117,75.16,ValueLine Parts,14,1,128,Mature,88.37,-1.589,0.0,2.1422,0.238,1
SKU-00435,Diagnostic Tools - Mid-Tier #435,Tools,Diagnostic Tools,Mid-Tier,False,89.26,114.83,0.184,98.87,Northern Dist,25,1,170,Decline,21.34,-0.317,0.0,5.9473,0.044,1
SKU-00436,Marine Battery - Premium #436,Batteries,Marine Battery,Premium,False,417.46,513.72,0.114,489.94,AutoParts Co,29,6,107,Mature,70.75,-1.289,0.454,11.6976,0.289,1
SKU-00437,Motor Oil - Mid-Tier #437,Fluids,Motor Oil,Mid-Tier,False,139.92,186.89,0.159,178.24,ValueLine Parts,32,1,159,Decline,24.85,-1.557,0.386,9.0684,0.098,1
SKU-00438,Coolant - Economy #438,Fluids,Coolant,Economy,False,409.55,702.38,0.105,687.64,AutoParts Co,26,1,37,Growth,21.45,-2.404,0.307,17.8671,0.2,1
SKU-00439,Pistons - Economy #439,Engine Components,Pistons,Economy,False,135.23,225.52,0.104,199.44,Northern Dist,35,6,109,Mature,30.73,-1.554,0.0,5.5203,0.142,6
SKU-00440,Bushings - Mid-Tier #440,Suspension,Bushings,Mid-Tier,False,322.33,479.25,0.108,448.98,AutoParts Co,9,24,12,New,3.13,-1.084,0.0,12.4497,0.211,6
SKU-00441,Oil Filter - Economy #441,Filters,Oil Filter,Economy,False,146.81,225.04,0.18,202.56,Northern Dist,31,1,148,Decline,116.59,-2.43,0.0,9.5928,0.11,24
SKU-00442,Oil Filter - Mid-Tier #442,Filters,Oil Filter,Mid-Tier,False,271.92,455.78,0.134,426.94,Northern Dist,42,24,134,Decline,51.58,-1.951,0.0,7.2042,0.209,6
SKU-00443,Diagnostic Tools - Private Label #443,Tools,Diagnostic Tools,Private Label,True,122.24,184.31,0.182,177.3,Pacific Supply,26,1,103,Mature,14.66,-0.391,0.0,2.8919,0.155,12
SKU-00444,Diagnostic Tools - Economy #444,Tools,Diagnostic Tools,Economy,False,231.62,367.58,0.101,342.36,Pacific Supply,37,6,171,Decline,4.75,-0.74,0.0,17.8177,0.294,12
SKU-00445,Power Steering - Premium #445,Fluids,Power Steering,Premium,False,439.8,740.94,0.187,644.41,ValueLine Parts,5,1,115,Mature,15.56,-2.613,0.347,12.0798,0.016,24
SKU-00446,Belts - Private Label #446,Engine Components,Belts,Private Label,True,191.68,271.88,0.145,231.3,ValueLine Parts,25,1,175,Decline,79.74,-0.977,0.0,8.3506,0.038,1
SKU-00447,Starter - Mid-Tier #447,Electrical,Starter,Mid-Tier,False,218.76,325.13,0.185,285.88,AutoParts Co,12,12,75,Growth,46.5,-1.47,0.0,16.0151,0.194,24
SKU-00448,Struts - Mid-Tier #448,Suspension,Struts,Mid-Tier,False,169.55,289.78,0.149,254.83,AutoParts Co,5,1,34,Growth,73.65,-1.098,0.0,5.2525,0.245,1
SKU-00449,Calipers - Economy #449,Brakes,Calipers,Economy,False,182.08,227.19,0.186,198.78,Northern Dist,31,12,26,Growth,9.47,-1.177,0.0,9.0123,0.08,24
SKU-00450,Alternator - Premium #450,Electrical,Alternator,Premium,False,62.66,95.87,0.161,93.61,AutoParts Co,25,1,146,Decline,7.08,-1.088,0.0,1.7781,0.17,12
SKU-00451,Wrenches - Economy #451,Tools,Wrenches,Economy,False,137.44,245.88,0.198,213.13,Northern Dist,23,1,187,Decline,10.18,-0.616,0.0,10.5998,0.129,1
SKU-00452,Marine Battery - Premium #452,Batteries,Marine Battery,Premium,False,432.26,527.22,0.106,473.11,AutoParts Co,16,6,79,Mature,28.65,-1.044,0.227,8.7858,0.165,1
SKU-00453,Brake Pads - Mid-Tier #453,Brakes,Brake Pads,Mid-Tier,False,322.39,516.47,0.126,461.1,ValueLine Parts,9,1,57,Growth,16.29,-1.027,0.0,10.1096,0.055,12
SKU-00454,Rotors - Economy #454,Brakes,Rotors,Economy,False,326.83,534.73,0.133,518.36,Pacific Supply,33,1,129,Mature,64.77,-0.687,0.0,12.0868,0.133,1
SKU-00455,Oil Filter - Mid-Tier #455,Filters,Oil Filter,Mid-Tier,False,26.35,32.18,0.193,30.24,Pacific Supply,38,6,184,Decline,108.07,-1.657,0.0,1.4795,0.143,24
SKU-00456,Alternator - Private Label #456,Electrical,Alternator,Private Label,True,215.26,301.44,0.143,272.9,Northern Dist,18,24,140,Decline,57.13,-0.41,0.0,9.8692,0.021,1
SKU-00457,Gaskets - Economy #457,Engine Components,Gaskets,Economy,False,174.77,280.34,0.172,247.86,Northern Dist,12,1,157,Decline,67.5,-1.102,0.0,5.5385,0.151,12
SKU-00458,Brake Pads - Economy #458,Brakes,Brake Pads,Economy,False,78.61,112.98,0.199,103.46,Pacific Supply,10,1,85,Mature,45.59,-0.851,0.0,4.767,0.125,1
SKU-00459,Rotors - Premium #459,Brakes,Rotors,Premium,False,423.79,522.38,0.175,469.96,AutoParts Co,30,6,180,Decline,14.12,-0.781,0.0,26.1635,0.067,6
SKU-00460,Struts - Premium #460,Suspension,Struts,Premium,False,284.7,364.72,0.151,315.39,AutoParts Co,21,1,91,Mature,26.3,-0.96,0.0,21.2033,0.152,6
SKU-00461,Pistons - Premium #461,Engine Components,Pistons,Premium,False,78.57,111.23,0.167,106.67,Northern Dist,20,1,193,Decline,15.83,-1.147,0.0,5.3036,0.058,6
SKU-00462,Rotors - Private Label #462,Brakes,Rotors,Private Label,True,310.05,431.96,0.183,378.66,Pacific Supply,41,6,187,Decline,29.85,-0.899,0.0,18.3094,0.042,24
SKU-00463,Belts - Premium #463,Engine Components,Belts,Premium,False,127.95,158.88,0.17,144.41,AutoParts Co,10,1,40,Mature,4.91,-0.929,0.0,6.1005,0.074,12
SKU-00464,Power Steering - Premium #464,Fluids,Power Steering,Premium,False,364.94,478.14,0.166,453.03,ValueLine Parts,19,1,9,New,62.04,-2.705,0.307,25.6618,0.173,1
SKU-00465,Marine Battery - Private Label #465,Batteries,Marine Battery,Private Label,True,170.58,294.36,0.172,285.74,ValueLine Parts,16,12,189,Decline,12.27,-0.801,0.518,10.0066,0.091,6
SKU-00466,Pistons - Mid-Tier #466,Engine Components,Pistons,Mid-Tier,False,146.23,234.0,0.109,219.98,ValueLine Parts,9,1,44,Growth,57.33,-0.921,0.0,11.2775,0.054,24
SKU-00467,Cabin Filter - Mid-Tier #467,Filters,Cabin Filter,Mid-Tier,False,268.09,426.05,0.149,395.39,Pacific Supply,18,1,50,Mature,75.73,-2.154,0.0,18.9787,0.178,1
SKU-00468,Shocks - Mid-Tier #468,Suspension,Shocks,Mid-Tier,False,479.02,701.85,0.147,664.66,Pacific Supply,9,6,52,Growth,28.28,-1.035,0.0,34.6724,0.273,12
SKU-00469,Brake Fluid - Mid-Tier #469,Brakes,Brake Fluid,Mid-Tier,False,145.61,224.79,0.195,212.32,Northern Dist,29,24,148,Decline,62.26,-0.854,0.0,9.5801,0.136,12
SKU-00470,Fuses - Mid-Tier #470,Electrical,Fuses,Mid-Tier,False,471.67,690.74,0.147,618.4,Pacific Supply,8,24,101,Mature,42.56,-0.797,0.0,19.5935,0.135,24
SKU-00471,Oil Filter - Mid-Tier #471,Filters,Oil Filter,Mid-Tier,False,352.52,605.62,0.105,591.41,Pacific Supply,31,24,169,Decline,42.57,-1.444,0.0,13.2137,0.144,6
SKU-00472,Wrenches - Economy #472,Tools,Wrenches,Economy,False,64.4,110.44,0.128,95.72,Northern Dist,29,24,174,Decline,4.28,-0.312,0.0,1.8033,0.184,1
SKU-00473,Brake Fluid - Economy #473,Brakes,Brake Fluid,Economy,False,81.98,122.42,0.181,106.62,AutoParts Co,9,1,24,New,42.92,-1.055,0.0,5.202,0.289,1
SKU-00474,Air Filter - Premium #474,Filters,Air Filter,Premium,False,13.91,22.61,0.143,22.0,Pacific Supply,11,1,131,Decline,59.48,-1.699,0.0,0.8548,0.109,24
SKU-00475,Transmission Fluid - Economy #475,Fluids,Transmission Fluid,Economy,False,392.51,491.65,0.102,425.22,Pacific Supply,16,1,29,Growth,34.07,-2.168,0.377,29.4381,0.184,12
SKU-00476,Shocks - Mid-Tier #476,Suspension,Shocks,Mid-Tier,False,427.89,643.69,0.149,623.36,ValueLine Parts,12,1,103,Mature,65.4,-0.713,0.0,26.2749,0.146,1
SKU-00477,Calipers - Economy #477,Brakes,Calipers,Economy,False,151.18,203.43,0.149,180.15,Northern Dist,7,12,197,Decline,38.82,-0.733,0.0,7.6537,0.217,24
SKU-00478,Oil Filter - Economy #478,Filters,Oil Filter,Economy,False,136.97,204.47,0.186,180.43,ValueLine Parts,19,1,148,Decline,105.29,-1.396,0.0,10.89,0.175,12
SKU-00479,Motor Oil - Premium #479,Fluids,Motor Oil,Premium,False,396.21,561.51,0.125,502.66,Pacific Supply,3,24,23,New,69.74,-1.588,0.494,29.0462,0.084,1
SKU-00480,Sockets - Private Label #480,Tools,Sockets,Private Label,True,204.47,346.13,0.116,332.36,AutoParts Co,18,1,8,New,12.33,-0.794,0.0,15.3129,0.105,6
SKU-00481,Wiring Harness - Private Label #481,Electrical,Wiring Harness,Private Label,True,387.63,479.15,0.194,410.18,Northern Dist,3,1,178,Decline,63.34,-0.852,0.0,11.9244,0.228,1
SKU-00482,Oil Filter - Economy #482,Filters,Oil Filter,Economy,False,327.36,428.97,0.13,418.66,AutoParts Co,17,1,96,Mature,34.15,-1.827,0.0,12.4925,0.018,24
SKU-00483,Calipers - Premium #483,Brakes,Calipers,Premium,False,140.66,254.79,0.17,218.25,AutoParts Co,42,6,103,Mature,11.59,-0.886,0.0,7.0807,0.225,1
SKU-00484,Spark Plugs - Private Label #484,Engine Components,Spark Plugs,Private Label,True,221.89,375.04,0.104,346.06,Pacific Supply,13,1,52,Growth,69.35,-1.023,0.0,5.4835,0.056,24
SKU-00485,Air Filter - Private Label #485,Filters,Air Filter,Private Label,True,76.57,131.2,0.123,119.24,AutoParts Co,42,12,25,New,58.2,-1.971,0.0,4.1743,0.155,12
SKU-00486,Power Steering - Economy #486,Fluids,Power Steering,Economy,False,268.58,415.89,0.161,376.92,Pacific Supply,43,1,180,Decline,36.6,-1.8,0.503,18.5976,0.185,24
SKU-00487,Transmission Fluid - Premium #487,Fluids,Transmission Fluid,Premium,False,242.11,322.59,0.1,314.74,Northern Dist,15,12,68,Growth,56.05,-1.418,0.374,19.3618,0.111,12
SKU-00488,Fuel Filter - Premium #488,Filters,Fuel Filter,Premium,False,200.05,245.37,0.111,217.23,AutoParts Co,12,6,56,Mature,105.26,-2.26,0.0,4.1223,0.217,1
SKU-00489,Struts - Mid-Tier #489,Suspension,Struts,Mid-Tier,False,60.25,108.76,0.113,98.27,AutoParts Co,27,12,188,Decline,22.82,-0.704,0.0,2.1931,0.011,1
SKU-00490,Control Arms - Private Label #490,Suspension,Control Arms,Private Label,True,322.7,487.03,0.12,458.29,Northern Dist,39,6,6,New,6.72,-0.826,0.0,21.7977,0.086,6
SKU-00491,Shocks - Economy #491,Suspension,Shocks,Economy,False,397.97,556.0,0.102,531.74,Pacific Supply,6,1,150,Decline,51.0,-1.156,0.0,9.6785,0.017,24
SKU-00492,Spark Plugs - Economy #492,Engine Components,Spark Plugs,Economy,False,542.17,799.4,0.152,718.66,Pacific Supply,20,1,65,Mature,63.47,-1.12,0.0,39.5849,0.049,1
SKU-00493,Battery Charger - Mid-Tier #493,Batteries,Battery Charger,Mid-Tier,False,359.24,596.43,0.148,521.87,Pacific Supply,23,1,6,New,27.01,-0.871,0.404,21.9076,0.05,1
SKU-00494,Bushings - Premium #494,Suspension,Bushings,Premium,False,231.38,360.6,0.189,334.35,Pacific Supply,17,1,178,Decline,19.37,-0.723,0.0,16.9274,0.172,24
SKU-00495,Struts - Mid-Tier #495,Suspension,Struts,Mid-Tier,False,34.1,58.89,0.182,53.55,Pacific Supply,23,12,146,Decline,11.61,-1.104,0.0,1.8209,0.078,1
SKU-00496,Coolant - Premium #496,Fluids,Coolant,Premium,False,231.95,337.84,0.117,310.51,Northern Dist,38,24,195,Decline,14.27,-1.83,0.262,13.4113,0.192,1
SKU-00497,Bushings - Economy #497,Suspension,Bushings,Economy,False,421.09,646.64,0.145,582.73,Pacific Supply,16,1,80,Mature,12.09,-1.035,0.0,18.2613,0.02,1
SKU-00498,Alternator - Mid-Tier #498,Electrical,Alternator,Mid-Tier,False,404.05,599.95,0.185,572.05,AutoParts Co,3,24,151,Decline,78.21,-1.392,0.0,27.2939,0.106,6
SKU-00499,Wiring Harness - Mid-Tier #499,Electrical,Wiring Harness,Mid-Tier,False,35.0,42.8,0.109,36.93,Northern Dist,7,12,21,New,37.53,-0.828,0.0,0.7353,0.089,1
SKU-00500,Marine Battery - Mid-Tier #500,Batteries,Marine Battery,Mid-Tier,False,45.33,75.01,0.189,67.79,Northern Dist,41,24,182,Decline,5.43,-1.532,0.436,1.7695,0.196,12
